1001,2002
1002,2003
1003,2007
1004,2001
1005,2009
1006,2016
1007,2004
1008,2010
1009,2012
1010,2006
1011,2015
1012,2005
1013,2018
1014,2011
1015,2014
1016,2017
1017,2008
1018,2013
