1001,2006
1002,2001
1003,2009
1004,2002
1005,2004
1006,2005
1007,2003
1008,2016
1009,2007
1010,2013
1011,2017
1012,2008
1013,2012
1014,2018
1015,2011
1016,2010
1017,2015
1018,2014
